window_idx,start_time,end_time,label
207,2.07,2.08,silence
208,2.08,2.09,silence
209,2.09,2.1,silence
210,2.1,2.11,silence
211,2.11,2.12,silence
212,2.12,2.13,silence
213,2.13,2.14,silence
214,2.14,2.15,silence
215,2.15,2.16,silence
216,2.16,2.17,silence
217,2.17,2.18,silence
218,2.18,2.19,silence
219,2.19,2.2,silence
220,2.2,2.21,silence
221,2.21,2.22,silence
222,2.22,2.23,silence
223,2.23,2.24,silence
224,2.24,2.25,silence
225,2.25,2.26,silence
226,2.26,2.27,silence
227,2.27,2.28,silence
228,2.28,2.29,silence
229,2.29,2.3,silence
230,2.3,2.31,silence
231,2.31,2.32,silence
232,2.32,2.33,silence
233,2.33,2.34,silence
234,2.34,2.35,silence
235,2.35,2.36,silence
236,2.36,2.37,silence
237,2.37,2.38,silence
238,2.38,2.39,silence
239,2.39,2.4,silence
240,2.4,2.41,silence
241,2.41,2.42,silence
242,2.42,2.43,silence
243,2.43,2.44,silence
244,2.44,2.45,silence
245,2.45,2.46,silence
246,2.46,2.47,silence
247,2.47,2.48,silence
248,2.48,2.49,silence
249,2.49,2.5,silence
250,2.5,2.51,silence
251,2.51,2.52,silence
252,2.52,2.53,silence
