window_idx,start_time,end_time,label
70,0.7,0.71,"""drone_T1"""
71,0.71,0.72,"""drone_T1"""
72,0.72,0.73,"""drone_T1"""
73,0.73,0.74,"""drone_T1"""
74,0.74,0.75,"""drone_T1"""
75,0.75,0.76,"""drone_T1"""
76,0.76,0.77,"""drone_T1"""
77,0.77,0.78,"""drone_T1"""
78,0.78,0.79,"""drone_T1"""
79,0.79,0.8,"""drone_T1"""
80,0.8,0.81,"""drone_T1"""
81,0.81,0.82,"""drone_T1"""
82,0.82,0.83,"""drone_T1"""
83,0.83,0.84,"""drone_T1"""
84,0.84,0.85,"""drone_T1"""
85,0.85,0.86,"""drone_T1"""
86,0.86,0.87,"""drone_T1"""
87,0.87,0.88,"""drone_T1"""
88,0.88,0.89,"""drone_T1"""
89,0.89,0.9,"""drone_T1"""
90,0.9,0.91,"""drone_T1"""
91,0.91,0.92,"""drone_T1"""
92,0.92,0.93,"""drone_T1"""
93,0.93,0.94,"""drone_T1"""
94,0.94,0.95,"""drone_T1"""
95,0.95,0.96,"""drone_T1"""
96,0.96,0.97,"""drone_T1"""
97,0.97,0.98,"""drone_T1"""
98,0.98,0.99,"""drone_T1"""
99,0.99,1,"""drone_T1"""
100,1,1.01,"""drone_T1"""
101,1.01,1.02,"""drone_T1"""
102,1.02,1.03,"""drone_T1"""
103,1.03,1.04,"""drone_T1"""
104,1.04,1.05,"""drone_T1"""
105,1.05,1.06,"""drone_T1"""
106,1.06,1.07,"""drone_T1"""
107,1.07,1.08,"""drone_T1"""
108,1.08,1.09,"""drone_T1"""
109,1.09,1.1,"""drone_T1"""
110,1.1,1.11,"""drone_T1"""
111,1.11,1.12,"""drone_T1"""
112,1.12,1.13,"""drone_T1"""
113,1.13,1.14,"""drone_T1"""
114,1.14,1.15,"""drone_T1"""
115,1.15,1.16,"""drone_T1"""
116,1.16,1.17,"""drone_T1"""
117,1.17,1.18,"""drone_T1"""
118,1.18,1.19,"""drone_T1"""
119,1.19,1.2,"""drone_T1"""
120,1.2,1.21,"""drone_T1"""
121,1.21,1.22,"""drone_T1"""
122,1.22,1.23,"""drone_T1"""
123,1.23,1.24,"""drone_T1"""
124,1.24,1.25,"""drone_T1"""
125,1.25,1.26,"""drone_T1"""
126,1.26,1.27,"""drone_T1"""
127,1.27,1.28,"""drone_T1"""
128,1.28,1.29,"""drone_T1"""
129,1.29,1.3,"""drone_T1"""
130,1.3,1.31,"""drone_T1"""
131,1.31,1.32,"""drone_T1"""
132,1.32,1.33,"""drone_T1"""
133,1.33,1.34,"""drone_T1"""
134,1.34,1.35,"""drone_T1"""
135,1.35,1.36,"""drone_T1"""
136,1.36,1.37,"""drone_T1"""
137,1.37,1.38,"""drone_T1"""
138,1.38,1.39,"""drone_T1"""
139,1.39,1.4,"""drone_T1"""
140,1.4,1.41,"""drone_T1"""
141,1.41,1.42,"""drone_T1"""
142,1.42,1.43,"""drone_T1"""
143,1.43,1.44,"""drone_T1"""
144,1.44,1.45,"""drone_T1"""
145,1.45,1.46,"""drone_T1"""
146,1.46,1.47,"""drone_T1"""
147,1.47,1.48,"""drone_T1"""
148,1.48,1.49,"""drone_T1"""
149,1.49,1.5,"""drone_T1"""
150,1.5,1.51,"""drone_T1"""
151,1.51,1.52,"""drone_T1"""
152,1.52,1.53,"""drone_T1"""
153,1.53,1.54,"""drone_T1"""
154,1.54,1.55,"""drone_T1"""
155,1.55,1.56,"""drone_T1"""
156,1.56,1.57,"""drone_T1"""
157,1.57,1.58,"""drone_T1"""
158,1.58,1.59,"""drone_T1"""
159,1.59,1.6,"""drone_T1"""
160,1.6,1.61,"""drone_T1"""
161,1.61,1.62,"""drone_T1"""
162,1.62,1.63,"""drone_T1"""
163,1.63,1.64,"""drone_T1"""
164,1.64,1.65,"""drone_T1"""
165,1.65,1.66,"""drone_T1"""
166,1.66,1.67,"""drone_T1"""
167,1.67,1.68,"""drone_T1"""
168,1.68,1.69,"""drone_T1"""
169,1.69,1.7,"""drone_T1"""
170,1.7,1.71,"""drone_T1"""
171,1.71,1.72,"""drone_T1"""
172,1.72,1.73,"""drone_T1"""
173,1.73,1.74,"""drone_T1"""
174,1.74,1.75,"""drone_T1"""
175,1.75,1.76,"""drone_T1"""
176,1.76,1.77,"""drone_T1"""
177,1.77,1.78,"""drone_T1"""
178,1.78,1.79,"""drone_T1"""
179,1.79,1.8,"""drone_T1"""
180,1.8,1.81,"""drone_T1"""
181,1.81,1.82,"""drone_T1"""
182,1.82,1.83,"""drone_T1"""
183,1.83,1.84,"""drone_T1"""
184,1.84,1.85,"""drone_T1"""
185,1.85,1.86,"""drone_T1"""
186,1.86,1.87,"""drone_T1"""
187,1.87,1.88,"""drone_T1"""
188,1.88,1.89,"""drone_T1"""
189,1.89,1.9,"""drone_T1"""
190,1.9,1.91,"""drone_T1"""
191,1.91,1.92,"""drone_T1"""
192,1.92,1.93,"""drone_T1"""
193,1.93,1.94,"""drone_T1"""
194,1.94,1.95,"""drone_T1"""
195,1.95,1.96,"""drone_T1"""
196,1.96,1.97,"""drone_T1"""
197,1.97,1.98,"""drone_T1"""
198,1.98,1.99,"""drone_T1"""
199,1.99,2,"""drone_T1"""
200,2,2.01,"""silence"""
201,2.01,2.02,"""silence"""
202,2.02,2.03,"""silence"""
203,2.03,2.04,"""silence"""
204,2.04,2.05,"""silence"""
205,2.05,2.06,"""silence"""
206,2.06,2.07,"""silence"""
207,2.07,2.08,"""silence"""
208,2.08,2.09,"""silence"""
209,2.09,2.1,"""silence"""
210,2.1,2.11,"""silence"""
211,2.11,2.12,"""silence"""
212,2.12,2.13,"""silence"""
213,2.13,2.14,"""silence"""
214,2.14,2.15,"""silence"""
215,2.15,2.16,"""silence"""
216,2.16,2.17,"""silence"""
217,2.17,2.18,"""silence"""
218,2.18,2.19,"""silence"""
219,2.19,2.2,"""silence"""
220,2.2,2.21,"""silence"""
221,2.21,2.22,"""silence"""
222,2.22,2.23,"""silence"""
223,2.23,2.24,"""silence"""
224,2.24,2.25,"""silence"""
225,2.25,2.26,"""silence"""
226,2.26,2.27,"""silence"""
227,2.27,2.28,"""silence"""
228,2.28,2.29,"""silence"""
229,2.29,2.3,"""silence"""
230,2.3,2.31,"""silence"""
231,2.31,2.32,"""silence"""
232,2.32,2.33,"""silence"""
233,2.33,2.34,"""silence"""
234,2.34,2.35,"""silence"""
235,2.35,2.36,"""silence"""
236,2.36,2.37,"""silence"""
237,2.37,2.38,"""silence"""
238,2.38,2.39,"""silence"""
239,2.39,2.4,"""silence"""
240,2.4,2.41,"""silence"""
241,2.41,2.42,"""silence"""
242,2.42,2.43,"""silence"""
243,2.43,2.44,"""silence"""
244,2.44,2.45,"""silence"""
245,2.45,2.46,"""silence"""
246,2.46,2.47,"""silence"""
247,2.47,2.48,"""silence"""
248,2.48,2.49,"""silence"""
249,2.49,2.5,"""silence"""
250,2.5,2.51,"""silence"""
251,2.51,2.52,"""silence"""
252,2.52,2.53,"""silence"""
253,2.53,2.54,"""silence"""
254,2.54,2.55,"""silence"""
255,2.55,2.56,"""silence"""
256,2.56,2.57,"""silence"""
257,2.57,2.58,"""silence"""
258,2.58,2.59,"""silence"""
259,2.59,2.6,"""silence"""
260,2.6,2.61,"""silence"""
261,2.61,2.62,"""silence"""
262,2.62,2.63,"""silence"""
263,2.63,2.64,"""silence"""
264,2.64,2.65,"""silence"""
265,2.65,2.66,"""silence"""
266,2.66,2.67,"""silence"""
267,2.67,2.68,"""silence"""
268,2.68,2.69,"""silence"""
269,2.69,2.7,"""silence"""
270,2.7,2.71,"""silence"""
271,2.71,2.72,"""silence"""
272,2.72,2.73,"""silence"""
273,2.73,2.74,"""silence"""
274,2.74,2.75,"""silence"""
275,2.75,2.76,"""silence"""
276,2.76,2.77,"""silence"""
277,2.77,2.78,"""silence"""
278,2.78,2.79,"""silence"""
279,2.79,2.8,"""silence"""
280,2.8,2.81,"""silence"""
281,2.81,2.82,"""silence"""
282,2.82,2.83,"""silence"""
283,2.83,2.84,"""silence"""
284,2.84,2.85,"""silence"""
285,2.85,2.86,"""silence"""
286,2.86,2.87,"""silence"""
287,2.87,2.88,"""silence"""
288,2.88,2.89,"""silence"""
289,2.89,2.9,"""silence"""
290,2.9,2.91,"""silence"""
291,2.91,2.92,"""silence"""
292,2.92,2.93,"""silence"""
